States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Minimum Price,25,17,22,56,65,65,65,52,37,34,115,86,63,70,83,64,36,180,12,8,18,8,4/3/2018
Modal Price,34,20,24.6,70,72.5,70,75,58.75,42,39.8,140,100,77.5,87.5,95.67,76,44,220,17,16.5,19,8,4/3/2018
Assam,30,26,29,57,70,70,75,65,42,56,0,90,75,90,100,0,45,200,12,11,26,25,4/3/2018
Delhi,34,20,23,74,83,82,83,71,39,42,162,118,88,99,108,79,51,237,17,15,33,21,4/3/2018
Haryana,28.75,20.5,24.25,65.25,79,75,71,62.25,40.75,43.75,135.75,96.5,81,88.75,97.5,73.75,40.75,230,18.5,11.5,36.5,22,4/3/2018
Madhya Pradesh,25,20,25,72,70,65,65,52,42,48,118,86,63,70,83,68,44,250,16,13,22,9,4/3/2018
Odisha,25,0,24,56,65,65,72,52,40,34,0,100,75,0,94,85,40,180,17,12,20,14,4/3/2018
Puducherry,32,34,28,65,76,80,80,55,38,36,124,132,100,0,89,77,48,250,17,18,18,8,4/3/2018
Punjab,34,19,23,77,75,80,80,70,42,46,160,100,90,87,104,0,47,210,18,10,32,24,4/3/2018
Tamil Nadu,34,31,30.67,68.25,72.75,74.75,75.75,58,38.5,35.75,136.5,105,89.25,90,91.25,72.75,51,220,17,19.5,21.25,8.25,4/3/2018
West Bengal,33,17,22,75,75,70,80,70,44,40,145,90,70,85,87,65,38,220,12,8,45,10,4/3/2018
Average Price,30.39,24.01,26.51,71.34,74.46,75.28,74.8,63.44,41.1,42.6,126.34,107.27,79.6,87.67,94.64,74.97,43.89,210.4,14.99,15.21,30.99,18.47,5/3/2018
Maximum Price,55,46,50,132,100,115,140,105,55,65,170,165,129,109,130,115,66,360,22,35,75,55,5/3/2018
Minimum Price,20,16,20,52,60,50,55,46,35,28,89,80,62,70,78,62,29,120,8,7,14,6,5/3/2018
Modal Price,25,18,23,70,70,75,80,70,42,40,115,90,70,85,85,67,40,220,18,10,30,10,5/3/2018
Andaman and Nicobar,33,36,50,0,77,0,80,64,0,57,0,148,129,0,115,98,0,208,12,30,36,50,5/3/2018
Andhra Pradesh,30.75,28.25,29.75,71.75,66.5,74.5,74.25,62,41.75,41.75,105,114.5,67.25,86,85.25,68.25,43.75,212,13.25,17,21.25,10,5/3/2018
Assam,30,26,29,57,70,70,75,65,42,56,0,90,75,90,100,0,45,200,12,11,26,25,5/3/2018
Bihar,30,18.67,22,65,70.33,76,69.33,55,39.67,40,0,94.67,74.33,89.67,97,72.33,35.33,194.33,14,10,28.67,17.67,5/3/2018
Chandigarh,28,23,25,65,64,64,66,50,40,44,128,102,76,87,88,0,33,220,16,10,28,20,5/3/2018
Chhattisgarh,25.4,24.8,26.2,67.6,70.4,59,70.2,55,39.2,41.2,122.6,102.2,70.2,87.6,91,86,42.6,195.8,10.8,10.8,32,11.8,5/3/2018
Delhi,34,20,23,74,83,82,83,71,38,42,162,118,88,99,108,79,51,237,17,16,32,24,5/3/2018
Goa,42,30,28,75,70,90,90,70,40,50,170,159,109,100,106,84,57,240,17,22,22,20,5/3/2018
Gujarat,23.75,20.5,23,65.5,71.25,67.75,65.75,54.5,39.5,50.5,102.25,88.25,71,80,81.5,69.5,50.5,213.75,14.75,12,34.5,27.5,5/3/2018
Haryana,28.75,20.5,24.25,65.25,79,75,71,62.25,40.75,43.75,135.75,96.5,81,88.75,97.5,73.75,40.75,230,18.5,11.5,36.5,22,5/3/2018
Himachal Pradesh,29.33,0,24,63.67,71.67,68.33,70,59,40.67,32.67,139,121,88.33,88.67,90,70,36.33,186.67,17.33,11.67,30,21.67,5/3/2018
Jammu and Kashmir,30.5,20.5,23,66,74.5,74.5,77.5,63,46,38.5,0,116,93.5,105,125.5,102,40.5,230,18,15,32.5,25,5/3/2018
Karnataka,46,31.33,35.67,102.67,83.67,102.33,78.33,88.67,39.33,36,138,130.67,82.67,82.67,85.33,71.67,52,251.67,11.67,20.67,33,10,5/3/2018
Kerala,40.4,37,37,77.6,75.2,76.8,79.4,67.6,40.6,43.2,128,143.8,91.2,93,89.8,75.2,51.2,174.6,10.8,24.6,26.6,17.8,5/3/2018
Madhya Pradesh,24.33,18.67,22.33,67.67,66.67,68.17,62,52.67,40.5,44.33,124.83,87.83,67.5,78.5,88.17,67.33,40.17,217.33,15.33,11.33,23.83,16.33,5/3/2018
Maharashtra,34.75,26.25,29.5,67.25,69,75.75,76.25,56.75,39,39.75,117.5,124.5,81.5,83,89.75,73.75,45.5,235.25,16.5,18.25,22.75,20.5,5/3/2018
Manipur,50,0,30,100,100,100,100,80,50,0,0,109,87,109,0,98,60,240,15,20,45,45,5/3/2018
Meghalaya,25,29,28,85,62,73,80,63,50,64,115,94,72,98,122,88,66,200,20,20,55,35,5/3/2018
Mizoram,30,0,25,0,80,0,140,100,55,65,0,109,0,93,98,0,0,360,22,35,75,55,5/3/2018
Odisha,25,0,24,56,65,65,72,52,40,34,0,100,75,0,94,85,40,180,17,12,20,14,5/3/2018
Puducherry,32,34,28,65,76,80,80,55,38,36,124,132,102,0,91,82,48,250,17,18,18,8,5/3/2018
Punjab,31.33,19.33,22.33,75,80.33,79.33,79,71.33,42,45.67,152.67,99.67,87,92.33,103.33,0,43.67,206.67,18,10,30,20,5/3/2018
Rajasthan,29,19.33,22,68,65.33,60,59,53.33,41.33,39.33,120.33,96.67,69.67,79,94.33,0,42,241,14,9,22,10.67,5/3/2018
Sikkim,55,21,30,75,85,90,90,75,48,47,0,0,0,0,0,0,55,300,18,20,40,30,5/3/2018
Tamil Nadu,34.4,30.8,31,67,72.8,74.8,76.2,58.5,38.6,36,133.8,117,91.6,90,91.8,73.6,51.6,220,17,18.6,19.2,9,5/3/2018
Telangana,27.33,26.83,28.5,94.17,92.17,97.5,80.83,72.17,42.33,39.83,116.83,104.75,67,82.67,84.17,64.33,41.33,182,13,25.33,40.33,9.5,5/3/2018
Tripura,31,0,31,63,0,73,81,67,44,40,0,117,70,103,0,0,53,178,19,16,48,26,5/3/2018
Uttar Pradesh,25,18.5,21.88,60,66.75,61,66.88,53,39.25,48.13,129.33,102.25,80.75,93,107.14,77.83,37.13,199.38,16.13,9.75,27.13,15.63,5/3/2018
Uttarakhand,23.25,21.5,24,77.25,91.75,92.5,82.75,86.25,42.5,42.75,134.75,93.5,83.75,83.75,105.75,0,41,206.25,18,16.25,41,33.75,5/3/2018
West Bengal,31,18.2,23.67,68,73.83,75.67,78.67,68,42.5,38.67,122.4,96,78.83,88,93.83,72.5,41,181.67,11.67,9.5,38.83,15.33,5/3/2018
Average Price,30.45,23.85,26.26,70.48,73.82,74.31,74.17,62.57,40.96,42.02,126.91,106.54,79.14,88.32,94.09,75.04,43.71,209.05,15.01,14.93,29.84,17.82,6/3/2018
Maximum Price,55,46,48,132,100,115,140,105,55,65,170,165,109,120,130,115,66,360,22,35,75,55,6/3/2018
Minimum Price,20,16,20,52,59,50,54,46,33,28,89,80,62,70,78,62,28,120,8,7,14,6,6/3/2018
Modal Price,25,18,22,70,70,75,80,70,41,40,115,95,70,85,95,64,40,220,18,10,25,10,6/3/2018
Andhra Pradesh,30.75,28.25,29.75,71.75,66.5,74.5,74.25,62,41.75,41.75,105,114.5,67.5,86,85.25,68.25,43.75,212,13.25,16.75,20.25,9,6/3/2018
Assam,30,26,29,57,70,70,75,65,42,56,0,90,75,90,100,0,45,200,12,11,24,25,6/3/2018
Bihar,30,18.67,22,65,70.33,76,69.33,55,39.67,40,0,95,74.67,90.33,98,74,35.33,194.33,14,10.33,27.33,17,6/3/2018
Chandigarh,28,23,25,63,64,63,66,50,40,44,128,102,76,87,88,0,32,220,16,10,28,20,6/3/2018
Chhattisgarh,25.4,24.8,26.2,67.6,70.4,59,70.2,55,39.2,41.2,122.6,102.2,70.2,87.6,91,86,42.6,195.8,10.8,10.8,32,12.8,6/3/2018
Delhi,34,20,23,74,83,82,83,71,38,42,164,121,92,103,110,81,51,237,17,16,31,24,6/3/2018
Goa,42,30,28,75,70,90,90,70,40,50,170,159,109,100,106,84,57,240,17,22,22,20,6/3/2018
Gujarat,23.75,20.5,23,65.5,71.25,67.75,65.75,54.5,39.5,50.5,102.25,88.25,71,80,81.5,69.5,50.5,213.75,14.75,12,34.5,27.5,6/3/2018
Haryana,29.75,20.5,24.75,64.5,78,75.5,66.75,63,40.25,43.25,135.75,95.25,82.25,90,95,73.75,39.75,227.5,18,10.75,32,20,6/3/2018
Himachal Pradesh,30.5,0,23.5,62.75,71,65.75,69.5,59,41,34.25,139,122.25,89,89.25,90,75,36.75,182.5,17.5,11.25,27.5,22.5,6/3/2018
Jammu and Kashmir,30.5,20.5,23,65,74.5,74.5,77.5,63,46.5,38.5,0,116,94.5,112.5,125.5,102,40.5,230,18,15,32.5,25,6/3/2018
Jharkhand,35,24,24,62,65,60,70,52,40,42,145,107,70,98,102,83,38,260,18,13,22,15,6/3/2018
Karnataka,44.75,31.25,35.5,94,78.75,93.5,78,79.5,38,36,137.75,126.25,81.75,85,83.5,70.25,53,237.25,11.25,20.25,31.75,10.5,6/3/2018
Kerala,40,35.33,37.5,77.33,75.33,77,77.33,66.5,40.67,43,128,143.8,91.67,93,89.5,73.33,52.33,179.67,10.67,24.5,26.33,18.17,6/3/2018
Madhya Pradesh,24.33,18.67,22.33,67.67,66.67,68.17,62,52.67,40.5,44.33,124.83,87.83,67.5,78.5,88.17,67.33,40.17,217.33,15.33,11.33,23.83,16.33,6/3/2018
Maharashtra,34.75,26.25,29.5,67.5,69,75.5,76.75,57,38.5,39.75,118,124.75,81.75,83.25,90,74.25,45.5,235.25,16.5,19.5,22.25,20.25,6/3/2018
Manipur,50,0,30,100,100,100,100,80,50,0,0,109,87,109,0,98,60,240,15,20,45,45,6/3/2018
Meghalaya,25,29,28,85,62,73,80,63,50,64,115,94,72,98,122,88,66,200,20,20,55,35,6/3/2018
Mizoram,30,0,25,0,80,0,140,100,55,65,0,109,0,93,98,0,0,360,22,35,75,55,6/3/2018
Odisha,26,0,23,55.25,66.25,58.75,70.25,47.75,39.25,34,0,100.25,74.5,91.5,93.75,85,40,185,17,12.5,20,16,6/3/2018
Puducherry,32,34,28,65,76,80,80,55,38,36,124,132,102,0,91,82,48,250,17,18,18,8,6/3/2018
Punjab,31.33,19.33,22.33,75,80.33,79.33,79,71.33,42,45.67,152.67,99.67,87,92.33,103.33,0,43.67,206.67,18,10,30,20,6/3/2018
Rajasthan,28.5,19.25,21.75,65,63.75,60.5,58.75,52,40.75,39,119.25,93.75,69.5,80.5,93.75,0,38.5,220.75,14.75,9.75,21.75,10.75,6/3/2018
Sikkim,55,21,30,75,85,90,90,75,48,47,0,0,0,0,0,0,55,300,18,16,30,20,6/3/2018
Tamil Nadu,34,30.8,31,67,73.2,74.6,76.2,58.5,38.6,36,133.8,117,91.6,90,92.2,75.4,51.2,220,17,18.6,18.8,9.2,6/3/2018
Telangana,27.33,26.83,28.5,94.17,92.17,97.5,80.83,72.17,42.33,39.83,116.83,104.75,67,82.67,84.17,64.33,41.33,182,13,25.33,40.33,9.5,6/3/2018
Tripura,31,0,31,63,0,73,81,67,44,40,0,117,70,103,0,0,53,178,19,16,48,26,6/3/2018
Uttar Pradesh,25,18.5,21.88,59.75,66.75,60.88,67.25,53.13,39.38,48.13,129.33,102.25,80.75,93,107.14,77.83,37,199.38,16.13,10,26.88,15.63,6/3/2018
Uttarakhand,23.25,21.5,24,77.25,91.75,92.5,82.75,86.25,42.5,42.75,134.75,93.5,83.75,83.75,105.75,0,41,206.25,18,16.25,41,33.75,6/3/2018
West Bengal,30.29,18,24,69.71,74.71,77.71,78.86,68.29,42.86,39.57,126.5,96.57,79.14,85.86,93.29,71,42,187.14,11.71,9.29,39,16,6/3/2018
Average Price,30.33,23.93,26.33,70.55,73.92,74.4,74.3,62.73,40.93,42.04,126.63,106.37,79.51,88.47,94.14,75.22,43.81,208.99,15.03,15.06,29.13,17.74,7/3/2018
Maximum Price,55,46,48,132,100,115,140,105,55,65,170,165,109,120,130,115,66,360,22,35,75,55,7/3/2018
Minimum Price,20,16,20,52,59,50,54,46,33,28,89,80,62,70,78,62,28,120,8,7,16,6,7/3/2018
Modal Price,25,18,22,70,72.5,75,80,70,40,40,115,95,70,85,90,64,40,220,18,10,30,10,7/3/2018
Andhra Pradesh,30.75,28.25,29.75,71.75,66.5,74.5,74.25,62,41.75,41.75,105,114.5,67.5,86,85.25,68.25,43.75,212,13.25,16.75,20.25,9,7/3/2018
Assam,30,26,29,57,70,70,75,65,42,56,0,90,75,90,100,0,45,200,12,11,24,25,7/3/2018
Bihar,30,18.67,22,65,70.33,76,69.33,55,39.67,40,0,95,74.67,90.33,98,74,35.33,194.33,14,10.33,27.33,17,7/3/2018
Chandigarh,28,23,25,63,64,63,66,50,40,44,128,102,76,87,88,0,31,220,16,10,28,20,7/3/2018
Chhattisgarh,25.4,24.8,26.2,67.6,70.4,59,70.2,55,39.2,41.2,122.6,102.2,70.2,87.6,91,86,42.6,195.8,10.8,10.8,32,12.8,7/3/2018
Delhi,34,20,23,74,83,82,83,71,38,42,164,121,94,103,110,83,51,237,17,16,31,24,7/3/2018
Goa,42,30,28,75,70,90,90,70,40,50,170,159,109,100,106,84,57,240,17,22,22,19,7/3/2018
Gujarat,23.75,20.5,23,65.5,71.25,67.75,65.75,54.5,39.5,50.5,102.25,88.25,71,80,81.5,69.5,50.5,213.75,14.75,12,34.5,27.5,7/3/2018
Haryana,29.75,20.5,24.75,64.5,78,75.5,66.75,63,40.25,43.25,135.75,95.25,82.25,90,95,73.75,39.75,227.5,18,10.75,32,20,7/3/2018
Himachal Pradesh,30.75,0,23.5,62.75,71,65.75,69.75,59,41,34.25,139,121.75,89.25,90.5,90,75,37,182.5,17.5,11.25,27.5,22.5,7/3/2018
Jammu and Kashmir,30.5,20.5,23,65,74.5,74.5,77.5,63,46.5,38.5,0,116,94.5,112.5,125.5,102,40.5,230,18,15,32.5,25,7/3/2018
Jharkhand,35,24,24,62,65,60,70,52,40,42,145,107,70,98,102,83,38,260,18,13,22,15,7/3/2018
Karnataka,44.75,31.25,35.5,94,78.75,93.5,78,79.5,38,36,137.75,126.25,81.75,85,83.5,70.25,53,237.25,11.25,20.25,31.75,10.5,7/3/2018
Kerala,39.67,35.33,37.5,76.67,74.33,76.33,77.33,65.5,40.33,43,128,143.8,91.67,93,89,73.33,52,179.67,10.67,24.5,26.33,17.33,7/3/2018
Madhya Pradesh,24.33,18.67,22.33,67.67,66.67,68.17,62,52.67,40.5,44.33,124.83,87.83,67.5,78.5,88.17,67.33,40.17,217.33,15.33,11.33,23.83,16.33,7/3/2018
Maharashtra,34.75,26.5,29.5,67.25,69,75.75,76.75,57,38.5,39.75,118,125,83,83.25,90,74.5,45.25,235,16.5,20.25,21.75,20.25,7/3/2018
Manipur,45,0,29,100,100,100,100,80,50,0,0,107,87,109,0,98,60,240,15,25,50,50,7/3/2018
Meghalaya,25,29,28,85,62,73,80,63,50,64,115,94,72,98,122,88,66,200,20,20,55,35,7/3/2018
Mizoram,30,0,25,0,80,0,140,100,55,65,0,109,0,93,98,0,0,360,22,35,75,55,7/3/2018
Odisha,26,0,23,55.25,66.25,58.75,70.25,47.75,39.25,34,0,100.25,74.5,91.5,93.75,85,40,185,17,12.25,20,14.5,7/3/2018
Puducherry,32,34,28,65,76,80,80,55,38,36,124,132,104,0,91,82,48,250,17,18,18,8,7/3/2018
Punjab,31.33,19.33,22.33,75,80.33,79.33,79,71.33,42,45.67,152.67,99.67,87,92.33,103.33,0,43.67,206.67,18,10,30,20,7/3/2018
Rajasthan,29,19.67,22.33,62,64,60.67,58.33,52.67,41.67,38.67,117.33,85,71.33,80.67,95.67,0,39.33,213.33,14.33,9.33,22,9.67,7/3/2018
Sikkim,55,21,30,75,85,90,90,75,48,47,0,0,0,0,0,0,55,300,18,16,30,20,7/3/2018
Tamil Nadu,33.8,30.4,31,67.4,73,74.4,75.8,61,38,36,133.8,117,92.2,90,92.6,78.6,51.2,220,17,18.6,19.6,10,7/3/2018
Telangana,27.33,26.83,28.5,94.17,92.17,97.5,80.83,72.17,42.33,39.83,116.83,104.75,67,82.67,84.17,64.33,41.33,182,13,25.33,30.33,9.5,7/3/2018
Tripura,31,0,31,63,0,73,81,67,44,40,0,117,70,103,0,0,53,178,19,16,48,26,7/3/2018
Uttar Pradesh,25,18.5,22,59.75,66.88,60.88,67.13,53.13,39.38,48.13,129.33,102.25,80.75,93,107.86,78,37.13,199.38,16.13,10,26.63,15.63,7/3/2018
Uttarakhand,23.25,21.5,24,77.25,91.75,92.5,82.75,86.25,42.5,42.75,134.75,93.5,83.75,83.75,105.75,0,41,206.25,18,16.25,41,33.75,7/3/2018
West Bengal,29,17.2,23.67,71.67,75.5,78,79.67,69.67,43,39.17,121.8,95.17,80.33,85.17,92.17,69.17,42.33,188.33,11.67,8.67,36.83,14.33,7/3/2018
Average Price,30.31,24.25,26.61,70.07,73.31,73.49,74.08,62.33,40.88,42.26,126.14,106.8,79.89,88.46,94.41,75.47,43.95,209.03,14.93,14.86,28.97,17.8,8/3/2018
Maximum Price,55,46,50,132,100,115,140,105,55,65,170,165,129,120,130,115,66,360,22,35,75,55,8/3/2018
Minimum Price,20,16,20,52,59,50,54,46,34,28,89,80,62,70,78,62,28,120,8,7,15,6,8/3/2018
Modal Price,25,18,22,70,75,75,80,70,40,40,125,100,70,85,95,64,40,220,18,10,25,10,8/3/2018
Andaman and Nicobar,33,36,50,75,77,80,80,64,50,57,0,148,129,0,115,98,66,208,12,24,36,30,8/3/2018
Andhra Pradesh,30.75,28.25,29.75,71.75,66.5,74.5,74.25,62,41.75,41.75,105,114.5,67.5,86,85.25,68.25,43.75,212,13.25,16.75,21.5,9,8/3/2018
Assam,30,26,29,57,70,70,75,65,42,56,0,90,75,90,100,0,45,200,12,12,24,25,8/3/2018
Bihar,30,18.67,22,65,70.33,76,69.33,55,39.67,40,0,95.33,75.67,90.67,98,74.67,35.33,194.33,14,10.67,23,16.67,8/3/2018
Chandigarh,28,23,25,62,64,63,66,49,40,44,128,100,76,87,88,0,30,220,16,10,28,20,8/3/2018
Chhattisgarh,25.4,24.8,26.2,67.6,70.4,59,70.2,55,39.6,41.2,122.6,102.2,70.6,88.25,92.5,85.75,42.6,195.8,10.6,11.2,32,12.8,8/3/2018
Delhi,34,20,23,74,83,82,83,71,38,42,164,121,94,103,110,83,51,237,17,16,31,23,8/3/2018
Goa,42,30,28,75,70,90,90,70,39,50,170,159,109,100,106,84,57,240,17,22,22,19,8/3/2018
Gujarat,23.75,20.5,23,65.5,71.25,67.75,65.75,54.5,39.5,50.5,102,88.25,71,80,81.5,69.5,50.5,213.75,14.75,11.25,34.5,27.5,8/3/2018
Haryana,29.75,20.5,24.75,64.5,78,75.5,66.75,63,40.25,43.25,135.75,95.25,82.25,90,95,73.75,39.75,227.5,18,10.75,32,20,8/3/2018
Himachal Pradesh,30.75,0,23.5,62.75,71,65.75,69.75,59,41,34.25,139,121.75,89.25,90.5,90,75,37,182.5,17.5,11.25,27.5,21.25,8/3/2018
Jammu and Kashmir,30.5,20.5,23,65,74.5,74.5,77.5,63,46.5,38.5,0,116,94.5,112.5,125.5,102,40.5,230,18,17,32.5,25,8/3/2018
Jharkhand,35,24,24,62,65,60,70,52,40,42,145,107,70,98,102,83,38,260,18,13,22,12,8/3/2018
Karnataka,44.75,31.25,35.5,94,78.75,93.5,78,79.5,38,36,137.75,126.25,81.75,85,83.5,70.25,53,237.25,11.25,20.25,31.75,10.5,8/3/2018
Kerala,39.67,35.33,37.5,76.67,74.33,76.33,77.33,65.5,40.17,43,128,143.8,91.67,93,89,73.33,52,179.67,10.67,24.17,27,19.17,8/3/2018
Madhya Pradesh,24.33,18.67,22.33,67.67,66.67,68.17,62,52.67,40.5,44.33,124.83,87.83,67.5,78.5,88.17,67.33,40.17,217.33,15.33,11.33,23.83,16.33,8/3/2018
Maharashtra,34.75,26.5,29.5,67.25,69,75.75,76.75,57.25,38.75,39.75,118,125,84.25,83,90,74.75,45.25,235,16.5,19.75,21.25,20.25,8/3/2018
Manipur,45,0,30,100,100,100,100,80,50,0,0,107,87,109,0,98,60,240,15,25,60,50,8/3/2018
Meghalaya,25,29,28,85,62,73,80,63,50,64,115,94,72,98,122,88,66,200,20,20,55,35,8/3/2018
Mizoram,30,0,25,0,80,0,140,100,55,65,0,109,0,93,98,0,0,360,22,35,75,55,8/3/2018
Nagaland,25,40,30,80,75,60,75,60,45,50,0,0,0,0,0,0,60,200,10,20,50,30,8/3/2018
Odisha,26,0,23,55.25,66.25,58.75,70.25,47.75,39.25,34,0,100.25,75.25,93,93.75,85.5,40,185,17,12.25,20.25,14.5,8/3/2018
Puducherry,32,34,28,65,76,80,80,55,38,36,124,132,104,0,91,83,50,250,17,18,16,8,8/3/2018
Punjab,31.33,19.33,22.33,75,80.33,79.33,79,71.33,42,45.67,152.67,99.67,87,92.33,103.33,0,43.67,206.67,18,10,30,20,8/3/2018
Rajasthan,28.5,19.25,21.75,64,63.75,60.5,58.75,51.5,41.25,39,119.25,93.75,69.5,80.5,93.75,0,38.5,220.75,14.75,9.25,21.75,10.25,8/3/2018
Sikkim,55,21,30,75,85,90,90,75,48,47,0,0,0,0,0,0,55,300,18,16,30,20,8/3/2018
Tamil Nadu,33.8,30.4,31,67.4,72.8,74.6,76.2,59.5,38,36,133.8,117,92.2,90,92.8,78.6,51.2,220,17,18.6,19.6,9.8,8/3/2018
Telangana,28.17,27.83,29.33,84.17,83.33,86.67,78.67,69.5,39.5,39.83,111.17,95.5,66.5,82.67,84.17,64.33,38.33,186.33,13,20.5,24.83,7.33,8/3/2018
Tripura,31,0,31,63,0,73,81,67,44,40,0,117,70,103,0,0,53,178,19,16,48,26,8/3/2018
Uttar Pradesh,25,18.5,22,59.88,67,60.63,66.75,53.13,39.25,48.13,129.33,102.25,80.75,93,107.14,78,37.13,198.75,16.13,10,26,15.63,8/3/2018
Uttarakhand,23.25,21.5,24,77.25,91.75,92.5,82.75,86.25,42.5,42.75,134.75,93.5,83.75,83.75,105.75,0,41,206.25,18,16.25,41,33.75,8/3/2018
West Bengal,28.83,17.2,23.83,71.67,75.5,78,79.67,69.33,43,39.17,121.8,97.2,79,84.8,92.6,68.2,42.33,176,11.33,8.67,36.83,14.33,8/3/2018
Average Price,30.32,24.25,26.61,69.98,73.34,73.4,74.1,62.24,40.85,42.26,126.16,106.86,79.91,88.85,94.78,75.69,43.9,209.49,14.92,14.98,28.44,17.74,9/3/2018
Maximum Price,55,46,50,132,100,115,140,105,55,65,170,165,129,120,130,115,66,360,22,35,75,55,9/3/2018
Minimum Price,20,16,20,52,59,49,54,46,34,28,89,80,62,70,78,62,28,120,8,7,15,6,9/3/2018
Modal Price,25,18,22,65,75,75,80,70,40,40,125,95,70,85,95,64,40,220,18,10,25,10,9/3/2018
Andaman and Nicobar,33,36,50,75,77,80,80,64,50,57,0,148,129,0,115,98,66,208,12,24,36,30,9/3/2018
Andhra Pradesh,30.75,28.25,29.75,71.75,66.5,74.5,74.25,62,41.75,41.75,105,114.25,67.5,86,85.25,68.25,43.75,212,13.25,16.75,21.5,9,9/3/2018
Assam,30,26,29,57,70,70,75,65,42,56,0,90,75,90,100,0,45,200,12,12,24,25,9/3/2018
Bihar,30,18.67,22,65,70.33,76,69.33,55,39.67,40,0,95.33,75.67,90.67,98,74.67,35.33,194.33,14,10.67,23,16.67,9/3/2018
Chandigarh,28,23,25,60,64,63,66,49,40,44,128,100,76,87,88,0,30,220,16,10,28,20,9/3/2018
Chhattisgarh,25.4,24.8,26.2,67.6,70.4,59,70.2,55,39.6,41.2,122.6,102.2,70.6,89.6,93.6,87.6,42.6,195.8,10.6,11.2,32,12.8,9/3/2018
Delhi,34,20,23,74,83,82,83,71,38,42,164,121,94,103,110,83,51,237,17,16,31,23,9/3/2018
Goa,42,30,28,75,70,90,90,70,39,50,170,159,109,100,106,84,57,240,17,22,22,19,9/3/2018
Gujarat,23.75,20.5,23,65.5,71.25,67.75,65.75,54.5,39.5,50.5,102,88.25,71,80,81.5,69.5,50.5,213.75,14.75,11.25,34.75,27.5,9/3/2018
Haryana,29.75,20.5,24.75,65,78.75,75,67,62.25,39.75,43.25,135.75,95.75,80.75,90.5,97,72.5,38.5,227.5,17.75,10.5,27.5,21.25,9/3/2018
Himachal Pradesh,31,0,23.25,61,72,64.5,71,57.33,41,34.25,139,122,89.75,91.25,90,76,37,182.5,17.5,11.25,23.75,20.5,9/3/2018
Jammu and Kashmir,30.5,20.5,23,65,74.5,74.5,77.5,63,46.5,38.5,0,116,94.5,112.5,125.5,102,40.5,230,18,17,32.5,25,9/3/2018
Jharkhand,35,24,24,62,65,60,70,52,40,42,145,107,70,98,102,83,38,260,18,13,22,12,9/3/2018
Karnataka,44.75,31.25,35.5,94,78.75,93.5,78,79.5,38,36,137.75,126.25,81.75,85,83.5,70.25,53,237.25,11.25,20.25,31.75,10.5,9/3/2018
Kerala,39.67,35.33,37.5,76.67,74.33,76.33,77.33,65.5,40.17,43,128,143.8,91.67,93,89,73.33,52,179.67,10.67,24.17,27,19.17,9/3/2018
Madhya Pradesh,24.33,18.67,22.33,67.67,66.67,68.17,62,52.67,40.5,44.33,124.83,87.83,67.5,78.5,88.17,67.33,40.17,217.33,15.33,11.67,23,16.33,9/3/2018
Maharashtra,34.75,26.5,29.5,67.25,69.25,75,76.75,57.25,38.75,39.75,118.25,125,84.25,83.25,90,74.75,45.25,235,16.5,20,20.5,20,9/3/2018
Manipur,45,0,30,100,100,100,100,80,50,0,0,109,87,109,0,98,60,240,15,25,60,50,9/3/2018
Meghalaya,25,29,28,85,62,73,80,63,50,64,115,94,72,98,122,88,66,200,20,20,55,35,9/3/2018
Mizoram,30,0,25,0,80,0,140,100,55,65,0,109,0,93,98,0,0,360,22,35,75,55,9/3/2018
Nagaland,25,40,30,80,75,60,75,60,45,50,0,0,0,0,0,0,60,200,10,20,50,30,9/3/2018
Odisha,26,0,23,55.25,65.75,58.75,70,47.75,39.25,34,0,100.25,75.25,93,94,85.5,40,185,17,12.5,19.75,14.5,9/3/2018
Puducherry,32,34,28,65,76,80,80,55,38,36,124,132,104,0,91,83,50,250,17,18,16,8,9/3/2018
Punjab,31.33,19.33,22.33,75,80.33,79.33,79,71.33,42,45.67,152.67,99.67,87,92.33,103.33,0,43.67,206.67,18,10,30,20,9/3/2018
Rajasthan,28.75,19.25,21.75,64,63.75,60.5,58.75,51.5,41.25,39,119.25,93.75,69.5,80.5,93.75,0,38.5,220.75,14.75,9.25,21.75,10.25,9/3/2018
Sikkim,55,21,30,75,85,90,90,75,48,47,0,128,78,109,120,0,55,300,18,20,30,20,9/3/2018
Tamil Nadu,33.8,30.4,31,67.4,72.8,74.2,76.4,59.5,38,36,133.8,117,92.2,90,92.8,78.6,51.2,220,17,18.6,19.6,9.8,9/3/2018
Telangana,28.17,27.83,29.33,84.17,83.33,86.67,78.67,69.5,39.5,39.83,111.17,95.5,66.5,82.67,84.17,64.33,38.33,186.33,13,20.5,24.83,7.33,9/3/2018
Tripura,31,0,31,63,0,77,78,67,44,40,0,117,70,103,0,0,53,178,19,16,38,19,9/3/2018
Uttar Pradesh,24.88,18.5,22.13,59.63,66.88,60.5,66.75,53.13,39.13,48.13,129.33,102.5,80.75,93,107.14,78,37.13,199.38,16.13,10.5,26,15.63,9/3/2018
